log_id,order_id,channel,direction,template_type,sent_time,delivery_status,customer_action
LOG0030682,ST2025009957,SMS,Outbound,O2C,2024-10-13 16:03:00,Delivered,Ignored
LOG0030683,ST2025005055,WhatsApp,Outbound,O2C,2024-08-29 19:41:00,Delivered,Clicked
LOG0030684,ST2025009962,Email,Outbound,O2C,2024-09-29 20:19:00,Read,Clicked
LOG0030685,ST2025009533,Email,Outbound,Delivery Update,2024-10-01 02:39:00,Delivered,Ignored
LOG0030686,ST2025003911,WhatsApp,Outbound,O2C,2024-01-21 14:22:00,Read,Replied
LOG0030687,ST2025006322,SMS,Inbound,Vet Transfer,2024-07-18 07:21:00,Delivered,Ignored
LOG0030688,ST2025005361,Email,Outbound,Delivery Update,2024-10-09 03:21:00,Delivered,Clicked
LOG0030689,ST2025007425,Call,Outbound,O2C,2024-03-23 02:18:00,Failed,Ignored
LOG0030690,ST2025009188,Call,Outbound,Vet Transfer,2024-04-15 06:53:00,Delivered,Ignored
LOG0030691,ST2025000570,Call,Outbound,Payment Reminder,2024-07-23 16:46:00,Delivered,Replied
LOG0030692,ST2025000843,SMS,Inbound,Vet Transfer,2024-12-27 09:36:00,Read,Ignored
LOG0030693,ST2025004974,Call,Outbound,Delivery Update,2024-03-28 22:53:00,Delivered,Ignored
LOG0030694,ST2025003662,SMS,Outbound,Delivery Update,2024-12-08 10:26:00,Delivered,Replied
LOG0030695,ST2025007731,SMS,Outbound,Delivery Update,2024-11-15 22:08:00,Delivered,Ignored
LOG0030696,ST2025005168,WhatsApp,Inbound,Payment Reminder,2024-06-22 09:50:00,Delivered,Ignored
LOG0030697,ST2025006816,Email,Inbound,O2C,2024-01-07 22:46:00,Delivered,Ignored
LOG0030698,ST2025002523,WhatsApp,Outbound,Vet Transfer,2024-07-26 13:19:00,Delivered,Ignored
LOG0030699,ST2025001652,WhatsApp,Outbound,Payment Reminder,2024-11-04 22:43:00,Delivered,Ignored
LOG0030700,ST2025003094,SMS,Outbound,Payment Reminder,2024-03-07 02:02:00,Delivered,Ignored
LOG0030701,ST2025000794,Call,Outbound,Payment Reminder,2024-11-08 02:49:00,Read,Ignored
LOG0030702,ST2025003723,WhatsApp,Inbound,Vet Transfer,2024-10-16 12:10:00,Delivered,Clicked
LOG0030703,ST2025004394,SMS,Outbound,Payment Reminder,2024-01-25 12:35:00,Delivered,Clicked
LOG0030704,ST2025009782,SMS,Outbound,O2C,2024-06-09 12:23:00,Delivered,Ignored
LOG0030705,ST2025000300,Email,Outbound,Payment Reminder,2024-06-11 20:59:00,Read,Ignored
LOG0030706,ST2025005971,WhatsApp,Outbound,Payment Reminder,2024-12-27 04:55:00,Failed,Ignored
LOG0030707,ST2025002112,SMS,Outbound,Payment Reminder,2024-01-10 14:44:00,Delivered,Ignored
LOG0030708,ST2025001629,Email,Outbound,Vet Transfer,2024-04-21 20:27:00,Delivered,Ignored
LOG0030709,ST2025008188,SMS,Outbound,Vet Transfer,2024-03-04 09:54:00,Delivered,Clicked
LOG0030710,ST2025009991,Email,Outbound,Vet Transfer,2024-08-04 01:58:00,Delivered,Clicked
LOG0030711,ST2025002697,SMS,Inbound,Vet Transfer,2024-04-12 09:01:00,Failed,Replied
LOG0030712,ST2025003135,WhatsApp,Outbound,Vet Transfer,2024-12-12 19:58:00,Delivered,Replied
LOG0030713,ST2025005384,WhatsApp,Outbound,Delivery Update,2024-08-08 03:20:00,Delivered,Ignored
LOG0030714,ST2025001260,SMS,Outbound,O2C,2024-04-18 07:34:00,Read,Clicked
LOG0030715,ST2025001875,SMS,Outbound,Vet Transfer,2024-01-07 22:32:00,Delivered,Ignored
LOG0030716,ST2025006766,Call,Outbound,O2C,2024-03-10 11:32:00,Read,Ignored
LOG0030717,ST2025002264,SMS,Outbound,Payment Reminder,2024-08-05 05:51:00,Delivered,Clicked
LOG0030718,ST2025005736,WhatsApp,Outbound,O2C,2024-11-17 15:32:00,Failed,Ignored
LOG0030719,ST2025002252,Email,Inbound,Vet Transfer,2024-11-09 23:18:00,Failed,Clicked
LOG0030720,ST2025002324,SMS,Outbound,Vet Transfer,2024-09-27 17:22:00,Delivered,Clicked
LOG0030721,ST2025007052,Email,Outbound,Delivery Update,2024-03-13 19:56:00,Read,Ignored
LOG0030722,ST2025007244,Email,Outbound,Payment Reminder,2024-12-03 04:57:00,Delivered,Clicked
LOG0030723,ST2025006155,Email,Outbound,Vet Transfer,2024-04-03 01:04:00,Delivered,Ignored
LOG0030724,ST2025009615,WhatsApp,Outbound,Payment Reminder,2024-09-17 08:32:00,Read,Ignored
LOG0030725,ST2025005966,Email,Inbound,O2C,2024-05-15 16:12:00,Delivered,Ignored
LOG0030726,ST2025007266,SMS,Outbound,Vet Transfer,2024-03-30 09:43:00,Delivered,Replied
LOG0030727,ST2025000251,WhatsApp,Outbound,Payment Reminder,2024-12-19 17:16:00,Delivered,Ignored
LOG0030728,ST2025003421,SMS,Outbound,O2C,2024-01-28 22:34:00,Delivered,Ignored
LOG0030729,ST2025005031,SMS,Outbound,Vet Transfer,2024-04-11 18:25:00,Delivered,Ignored
LOG0030730,ST2025009790,Email,Outbound,Payment Reminder,2024-01-08 13:44:00,Delivered,Ignored
LOG0030731,ST2025007235,Call,Outbound,O2C,2024-05-10 06:13:00,Delivered,Clicked
LOG0030732,ST2025004474,Call,Outbound,Vet Transfer,2024-02-03 00:13:00,Delivered,Clicked
LOG0030733,ST2025000045,WhatsApp,Outbound,O2C,2024-11-14 11:36:00,Delivered,Ignored
LOG0030734,ST2025008778,WhatsApp,Outbound,Payment Reminder,2024-12-18 22:01:00,Delivered,Clicked
LOG0030735,ST2025007995,WhatsApp,Outbound,Delivery Update,2024-09-27 10:04:00,Read,Clicked
LOG0030736,ST2025004314,Call,Outbound,Delivery Update,2024-07-20 06:15:00,Failed,Ignored
LOG0030737,ST2025008051,Email,Outbound,Payment Reminder,2024-03-19 14:17:00,Delivered,Clicked
LOG0030738,ST2025000958,WhatsApp,Outbound,Delivery Update,2024-05-24 08:09:00,Delivered,Clicked
LOG0030739,ST2025001568,WhatsApp,Outbound,Vet Transfer,2024-03-05 11:18:00,Delivered,Clicked
LOG0030740,ST2025008586,Call,Inbound,Vet Transfer,2024-10-08 08:11:00,Delivered,Ignored
LOG0030741,ST2025008060,Call,Inbound,Payment Reminder,2024-10-29 00:05:00,Delivered,Ignored
LOG0030742,ST2025008855,Email,Outbound,O2C,2024-06-28 16:30:00,Read,Ignored
LOG0030743,ST2025006515,Email,Outbound,Vet Transfer,2024-07-03 14:58:00,Read,Ignored
LOG0030744,ST2025006120,SMS,Outbound,O2C,2024-09-03 09:29:00,Read,Ignored
LOG0030745,ST2025001263,Email,Outbound,Payment Reminder,2024-08-04 13:27:00,Read,Clicked
LOG0030746,ST2025003768,Call,Outbound,Vet Transfer,2024-12-15 17:40:00,Delivered,Ignored
LOG0030747,ST2025005493,WhatsApp,Outbound,Vet Transfer,2024-01-14 06:58:00,Delivered,Ignored
LOG0030748,ST2025003743,Call,Outbound,Vet Transfer,2024-04-27 10:48:00,Read,Ignored
LOG0030749,ST2025007890,WhatsApp,Outbound,Delivery Update,2024-05-04 14:33:00,Delivered,Ignored
LOG0030750,ST2025006337,WhatsApp,Outbound,Payment Reminder,2024-06-30 13:10:00,Read,Replied
LOG0030751,ST2025008807,Call,Inbound,Vet Transfer,2024-08-04 14:18:00,Read,Replied
LOG0030752,ST2025008916,SMS,Inbound,Delivery Update,2024-01-04 19:40:00,Delivered,Ignored
LOG0030753,ST2025007852,Call,Outbound,Payment Reminder,2024-10-26 15:56:00,Delivered,Clicked
LOG0030754,ST2025002771,Email,Outbound,Payment Reminder,2024-02-26 07:54:00,Delivered,Ignored
LOG0030755,ST2025004474,Call,Outbound,O2C,2024-04-16 22:49:00,Read,Replied
LOG0030756,ST2025000388,Call,Outbound,Delivery Update,2024-07-03 08:31:00,Delivered,Clicked
LOG0030757,ST2025009679,WhatsApp,Outbound,Vet Transfer,2024-09-06 00:56:00,Delivered,Ignored
LOG0030758,ST2025005241,WhatsApp,Outbound,Payment Reminder,2024-07-25 03:12:00,Delivered,Ignored
LOG0030759,ST2025000542,SMS,Inbound,Vet Transfer,2024-04-29 11:02:00,Delivered,Ignored
LOG0030760,ST2025008540,WhatsApp,Outbound,Delivery Update,2024-09-23 18:23:00,Read,Clicked
LOG0030761,ST2025001657,WhatsApp,Outbound,Payment Reminder,2024-11-25 17:23:00,Delivered,Ignored
LOG0030762,ST2025000701,SMS,Outbound,Vet Transfer,2024-01-06 03:25:00,Delivered,Ignored
LOG0030763,ST2025004931,Call,Inbound,O2C,2024-09-04 23:46:00,Read,Clicked
LOG0030764,ST2025007272,SMS,Outbound,O2C,2024-10-26 00:43:00,Delivered,Ignored
LOG0030765,ST2025000964,WhatsApp,Inbound,O2C,2024-02-07 09:46:00,Delivered,Replied
LOG0030766,ST2025008305,SMS,Outbound,Delivery Update,2024-10-06 13:16:00,Delivered,Ignored
LOG0030767,ST2025000239,WhatsApp,Outbound,Delivery Update,2024-02-26 13:08:00,Delivered,Clicked
LOG0030768,ST2025001142,Call,Outbound,Vet Transfer,2024-06-03 01:24:00,Delivered,Clicked
LOG0030769,ST2025009027,SMS,Outbound,Payment Reminder,2024-03-01 12:36:00,Delivered,Ignored
LOG0030770,ST2025008646,SMS,Inbound,Delivery Update,2024-05-16 11:19:00,Delivered,Ignored
LOG0030771,ST2025006296,SMS,Outbound,Payment Reminder,2024-06-18 11:03:00,Read,Ignored
LOG0030772,ST2025001083,Call,Inbound,O2C,2024-05-02 20:57:00,Read,Ignored
LOG0030773,ST2025009383,WhatsApp,Outbound,O2C,2024-01-26 10:34:00,Read,Ignored
LOG0030774,ST2025008872,Email,Outbound,Delivery Update,2024-01-17 02:15:00,Delivered,Replied
LOG0030775,ST2025006108,Email,Outbound,Delivery Update,2024-02-11 18:11:00,Delivered,Replied
LOG0030776,ST2025005667,SMS,Inbound,Payment Reminder,2024-09-28 09:34:00,Delivered,Clicked
LOG0030777,ST2025000186,Call,Outbound,Delivery Update,2024-08-29 16:25:00,Delivered,Ignored
LOG0030778,ST2025004322,SMS,Outbound,O2C,2024-05-08 23:49:00,Delivered,Replied
LOG0030779,ST2025005770,Email,Outbound,Payment Reminder,2024-03-28 15:27:00,Delivered,Ignored
LOG0030780,ST2025006171,SMS,Outbound,Vet Transfer,2024-04-30 23:36:00,Delivered,Ignored
LOG0030781,ST2025007694,WhatsApp,Outbound,Payment Reminder,2024-01-06 09:55:00,Read,Ignored
LOG0030782,ST2025006286,SMS,Outbound,O2C,2024-03-08 09:41:00,Delivered,Ignored
LOG0030783,ST2025008145,Call,Outbound,Vet Transfer,2024-01-20 05:37:00,Delivered,Ignored
LOG0030784,ST2025008764,Call,Outbound,Delivery Update,2024-03-29 02:12:00,Delivered,Ignored
LOG0030785,ST2025001921,WhatsApp,Inbound,O2C,2024-01-27 14:18:00,Delivered,Ignored
LOG0030786,ST2025006301,Email,Outbound,Payment Reminder,2024-05-15 06:08:00,Delivered,Ignored
LOG0030787,ST2025007671,WhatsApp,Inbound,Vet Transfer,2024-04-28 12:23:00,Delivered,Replied
LOG0030788,ST2025007821,SMS,Outbound,Delivery Update,2024-01-03 00:32:00,Read,Replied
LOG0030789,ST2025002404,WhatsApp,Outbound,Vet Transfer,2024-01-07 05:44:00,Delivered,Ignored
LOG0030790,ST2025000443,WhatsApp,Outbound,Delivery Update,2024-12-22 11:20:00,Delivered,Ignored
LOG0030791,ST2025001316,SMS,Outbound,Vet Transfer,2024-02-07 14:51:00,Read,Ignored
LOG0030792,ST2025002404,Email,Inbound,Delivery Update,2024-04-26 06:48:00,Delivered,Ignored
LOG0030793,ST2025008800,SMS,Outbound,Delivery Update,2024-04-23 01:55:00,Delivered,Clicked
LOG0030794,ST2025000457,Email,Outbound,Delivery Update,2024-04-20 00:45:00,Failed,Ignored
LOG0030795,ST2025007555,Call,Outbound,Vet Transfer,2024-08-04 04:12:00,Delivered,Ignored
LOG0030796,ST2025005212,WhatsApp,Outbound,Vet Transfer,2024-07-03 00:38:00,Read,Clicked
LOG0030797,ST2025001695,SMS,Inbound,O2C,2024-04-01 14:46:00,Delivered,Replied
LOG0030798,ST2025002437,SMS,Outbound,Vet Transfer,2024-11-01 23:09:00,Read,Ignored
LOG0030799,ST2025002584,Call,Outbound,Payment Reminder,2024-09-06 06:53:00,Read,Ignored
LOG0030800,ST2025002624,WhatsApp,Outbound,Delivery Update,2024-05-14 04:52:00,Delivered,Ignored
LOG0030801,ST2025002321,SMS,Outbound,Payment Reminder,2024-12-23 13:34:00,Read,Clicked
LOG0030802,ST2025001625,Email,Outbound,O2C,2024-04-30 10:20:00,Delivered,Replied
LOG0030803,ST2025004600,Call,Outbound,Payment Reminder,2024-10-16 02:55:00,Read,Ignored
LOG0030804,ST2025002564,Call,Inbound,Delivery Update,2024-10-03 22:20:00,Delivered,Replied
LOG0030805,ST2025005259,Call,Outbound,O2C,2024-10-16 04:08:00,Delivered,Ignored
LOG0030806,ST2025006084,Email,Outbound,Delivery Update,2024-09-13 22:05:00,Read,Clicked
LOG0030807,ST2025000128,SMS,Outbound,Payment Reminder,2024-02-06 13:45:00,Delivered,Ignored
LOG0030808,ST2025002106,SMS,Outbound,Delivery Update,2024-03-15 14:45:00,Read,Ignored
LOG0030809,ST2025009481,Email,Outbound,Payment Reminder,2024-01-11 09:41:00,Delivered,Clicked
LOG0030810,ST2025005300,WhatsApp,Outbound,Delivery Update,2024-12-19 09:36:00,Delivered,Clicked
LOG0030811,ST2025002892,SMS,Outbound,O2C,2024-07-13 21:30:00,Delivered,Ignored
LOG0030812,ST2025009102,Call,Outbound,O2C,2024-06-23 17:14:00,Delivered,Clicked
LOG0030813,ST2025002979,WhatsApp,Outbound,O2C,2024-03-06 15:40:00,Read,Ignored
LOG0030814,ST2025007122,Email,Outbound,Payment Reminder,2024-06-12 08:15:00,Delivered,Ignored
LOG0030815,ST2025003902,Call,Outbound,Vet Transfer,2024-09-19 22:30:00,Delivered,Ignored
LOG0030816,ST2025003690,SMS,Outbound,Delivery Update,2024-09-20 08:03:00,Read,Ignored
LOG0030817,ST2025004891,SMS,Outbound,Vet Transfer,2024-04-17 05:10:00,Delivered,Replied
LOG0030818,ST2025009781,Call,Outbound,O2C,2024-12-26 09:04:00,Delivered,Replied
LOG0030819,ST2025008053,WhatsApp,Outbound,O2C,2024-10-24 02:54:00,Delivered,Ignored
LOG0030820,ST2025006178,Call,Outbound,Delivery Update,2024-10-13 10:06:00,Delivered,Ignored
LOG0030821,ST2025000869,Call,Outbound,O2C,2024-01-03 22:49:00,Delivered,Ignored
LOG0030822,ST2025005610,Email,Outbound,Payment Reminder,2024-02-23 10:00:00,Delivered,Clicked
LOG0030823,ST2025009109,WhatsApp,Outbound,O2C,2024-02-21 02:17:00,Delivered,Ignored
LOG0030824,ST2025009325,WhatsApp,Outbound,Delivery Update,2024-12-06 15:24:00,Delivered,Ignored
LOG0030825,ST2025005535,SMS,Outbound,Vet Transfer,2024-08-24 20:00:00,Delivered,Clicked
LOG0030826,ST2025005443,Email,Outbound,Payment Reminder,2024-06-08 19:58:00,Delivered,Ignored
LOG0030827,ST2025001114,SMS,Outbound,Vet Transfer,2024-10-23 13:19:00,Read,Clicked
LOG0030828,ST2025006635,Call,Outbound,Delivery Update,2024-05-22 00:04:00,Delivered,Replied
LOG0030829,ST2025002428,Email,Inbound,Payment Reminder,2024-09-06 23:30:00,Delivered,Clicked
LOG0030830,ST2025008539,Call,Outbound,Vet Transfer,2024-08-02 09:01:00,Delivered,Ignored
LOG0030831,ST2025005419,SMS,Outbound,Payment Reminder,2024-02-07 16:30:00,Delivered,Clicked
LOG0030832,ST2025005767,Call,Outbound,Delivery Update,2024-12-19 07:25:00,Delivered,Ignored
LOG0030833,ST2025006922,WhatsApp,Outbound,Delivery Update,2024-02-04 22:52:00,Delivered,Ignored
LOG0030834,ST2025008180,Call,Inbound,Payment Reminder,2024-12-27 15:08:00,Delivered,Clicked
LOG0030835,ST2025003541,Call,Outbound,O2C,2024-02-27 05:30:00,Delivered,Ignored
LOG0030836,ST2025009917,Email,Outbound,Delivery Update,2024-09-11 01:24:00,Delivered,Clicked
LOG0030837,ST2025006272,Call,Inbound,Vet Transfer,2024-05-12 04:58:00,Delivered,Clicked
LOG0030838,ST2025008852,SMS,Outbound,O2C,2024-11-14 06:37:00,Delivered,Replied
LOG0030839,ST2025003450,WhatsApp,Outbound,Payment Reminder,2024-10-05 20:41:00,Delivered,Ignored
LOG0030840,ST2025008229,WhatsApp,Outbound,Vet Transfer,2024-11-20 01:46:00,Delivered,Replied
LOG0030841,ST2025004434,WhatsApp,Inbound,Delivery Update,2024-02-07 17:54:00,Read,Clicked
LOG0030842,ST2025006184,WhatsApp,Outbound,Delivery Update,2024-03-18 01:50:00,Read,Clicked
LOG0030843,ST2025004413,Call,Outbound,Payment Reminder,2024-09-18 23:35:00,Delivered,Ignored
LOG0030844,ST2025009294,Email,Outbound,Payment Reminder,2024-08-20 15:59:00,Delivered,Ignored
LOG0030845,ST2025008087,SMS,Outbound,Vet Transfer,2024-08-24 17:36:00,Read,Ignored
LOG0030846,ST2025009579,Call,Outbound,O2C,2024-09-15 10:02:00,Read,Ignored
LOG0030847,ST2025005152,Call,Outbound,Payment Reminder,2024-05-23 15:57:00,Read,Ignored
LOG0030848,ST2025008792,SMS,Outbound,Vet Transfer,2024-02-27 02:33:00,Failed,Replied
LOG0030849,ST2025001097,Call,Inbound,Vet Transfer,2024-03-04 23:49:00,Delivered,Ignored
LOG0030850,ST2025003456,Email,Outbound,Vet Transfer,2024-08-26 08:51:00,Read,Clicked
LOG0030851,ST2025008033,Email,Outbound,O2C,2024-08-31 21:51:00,Read,Ignored
LOG0030852,ST2025006521,Call,Outbound,O2C,2024-04-16 10:44:00,Delivered,Ignored
LOG0030853,ST2025005288,Call,Outbound,Delivery Update,2024-04-24 16:21:00,Delivered,Clicked
LOG0030854,ST2025001999,Call,Outbound,Vet Transfer,2024-06-03 07:16:00,Delivered,Ignored
LOG0030855,ST2025009798,Email,Outbound,Vet Transfer,2024-04-09 21:36:00,Failed,Ignored
LOG0030856,ST2025009170,WhatsApp,Inbound,Payment Reminder,2024-01-28 22:25:00,Delivered,Ignored
LOG0030857,ST2025004273,SMS,Outbound,Delivery Update,2024-11-14 00:47:00,Read,Ignored
LOG0030858,ST2025000922,Email,Outbound,Vet Transfer,2024-04-01 16:46:00,Delivered,Ignored
LOG0030859,ST2025001160,SMS,Outbound,Delivery Update,2024-08-10 06:25:00,Delivered,Ignored
LOG0030860,ST2025005941,SMS,Outbound,O2C,2024-05-05 05:59:00,Delivered,Ignored
LOG0030861,ST2025002377,WhatsApp,Inbound,Vet Transfer,2024-05-03 16:26:00,Delivered,Clicked
LOG0030862,ST2025007621,SMS,Outbound,Delivery Update,2024-09-27 20:45:00,Delivered,Ignored
LOG0030863,ST2025005939,Email,Outbound,Vet Transfer,2024-07-03 20:12:00,Read,Ignored
LOG0030864,ST2025004579,Email,Outbound,Vet Transfer,2024-05-03 15:50:00,Delivered,Ignored
LOG0030865,ST2025002596,Email,Outbound,Vet Transfer,2024-01-16 03:19:00,Delivered,Replied
LOG0030866,ST2025001992,SMS,Outbound,O2C,2024-08-24 09:25:00,Delivered,Ignored
LOG0030867,ST2025005543,Call,Outbound,O2C,2024-07-29 01:30:00,Delivered,Ignored
LOG0030868,ST2025006976,Email,Inbound,Vet Transfer,2024-04-04 14:13:00,Delivered,Ignored
LOG0030869,ST2025000782,Call,Outbound,Delivery Update,2024-01-07 16:47:00,Delivered,Ignored
LOG0030870,ST2025009186,Email,Outbound,Vet Transfer,2024-11-01 11:58:00,Read,Ignored
LOG0030871,ST2025004914,Email,Outbound,Delivery Update,2024-03-31 15:30:00,Delivered,Ignored
LOG0030872,ST2025004466,SMS,Outbound,Delivery Update,2024-10-05 10:01:00,Read,Ignored
LOG0030873,ST2025002923,Call,Outbound,Delivery Update,2024-09-26 14:44:00,Read,Clicked
LOG0030874,ST2025000514,Email,Outbound,Payment Reminder,2024-07-06 13:01:00,Delivered,Ignored
LOG0030875,ST2025004399,Email,Outbound,O2C,2024-04-10 01:05:00,Delivered,Ignored
LOG0030876,ST2025003611,Email,Outbound,Payment Reminder,2024-03-26 03:15:00,Delivered,Ignored
LOG0030877,ST2025004158,Call,Outbound,Delivery Update,2024-02-10 16:24:00,Read,Replied
LOG0030878,ST2025006961,Email,Outbound,O2C,2024-06-30 10:32:00,Delivered,Ignored
LOG0030879,ST2025003150,Email,Outbound,O2C,2024-03-03 18:25:00,Failed,Ignored
LOG0030880,ST2025006777,Call,Outbound,Delivery Update,2024-06-05 14:28:00,Delivered,Clicked
LOG0030881,ST2025002627,SMS,Outbound,Vet Transfer,2024-03-21 21:42:00,Delivered,Ignored
LOG0030882,ST2025007276,Call,Outbound,Payment Reminder,2024-03-25 13:42:00,Delivered,Ignored
LOG0030883,ST2025003801,SMS,Outbound,Payment Reminder,2024-12-15 05:10:00,Delivered,Ignored
LOG0030884,ST2025005462,Email,Outbound,Delivery Update,2024-09-10 05:09:00,Read,Ignored
LOG0030885,ST2025009152,Email,Outbound,Delivery Update,2024-03-29 18:50:00,Delivered,Ignored
LOG0030886,ST2025003505,SMS,Inbound,Vet Transfer,2024-12-14 15:39:00,Delivered,Replied
LOG0030887,ST2025001330,Call,Inbound,O2C,2024-06-19 06:49:00,Delivered,Clicked
LOG0030888,ST2025001409,Call,Outbound,Payment Reminder,2024-06-23 18:17:00,Delivered,Ignored
LOG0030889,ST2025005588,WhatsApp,Outbound,Delivery Update,2024-07-25 17:05:00,Read,Ignored
LOG0030890,ST2025009775,Call,Outbound,O2C,2024-02-23 01:05:00,Read,Ignored
LOG0030891,ST2025008240,WhatsApp,Outbound,O2C,2024-02-08 09:00:00,Delivered,Ignored
LOG0030892,ST2025006506,WhatsApp,Outbound,O2C,2024-08-21 14:21:00,Delivered,Ignored
LOG0030893,ST2025000778,SMS,Inbound,Vet Transfer,2024-09-05 02:16:00,Delivered,Ignored
LOG0030894,ST2025001888,SMS,Inbound,Vet Transfer,2024-04-28 19:29:00,Delivered,Ignored
LOG0030895,ST2025008092,Call,Outbound,Delivery Update,2024-09-15 12:41:00,Delivered,Ignored
LOG0030896,ST2025002549,SMS,Outbound,Delivery Update,2024-03-06 05:48:00,Delivered,Ignored
LOG0030897,ST2025008089,Email,Outbound,O2C,2024-12-11 18:37:00,Delivered,Clicked
LOG0030898,ST2025003750,WhatsApp,Outbound,Payment Reminder,2024-02-05 18:33:00,Delivered,Ignored
LOG0030899,ST2025007148,SMS,Inbound,O2C,2024-12-30 09:07:00,Read,Clicked
LOG0030900,ST2025002017,Email,Outbound,O2C,2024-06-06 03:41:00,Failed,Ignored
LOG0030901,ST2025001639,Email,Outbound,Delivery Update,2024-10-05 11:15:00,Read,Clicked
LOG0030902,ST2025005552,SMS,Outbound,Delivery Update,2024-08-28 01:42:00,Delivered,Clicked
LOG0030903,ST2025003070,SMS,Outbound,O2C,2024-09-26 10:11:00,Delivered,Ignored
LOG0030904,ST2025001557,WhatsApp,Outbound,Vet Transfer,2024-01-08 12:50:00,Read,Ignored
LOG0030905,ST2025002009,WhatsApp,Outbound,Vet Transfer,2024-09-13 02:59:00,Delivered,Clicked
LOG0030906,ST2025008514,SMS,Outbound,Payment Reminder,2024-08-09 18:45:00,Read,Ignored
LOG0030907,ST2025000193,Email,Outbound,O2C,2024-11-27 03:23:00,Delivered,Ignored
LOG0030908,ST2025005941,Email,Outbound,Payment Reminder,2024-05-21 19:20:00,Read,Ignored
LOG0030909,ST2025000090,Call,Outbound,Delivery Update,2024-04-20 12:12:00,Read,Clicked
LOG0030910,ST2025009087,SMS,Outbound,Delivery Update,2024-05-10 06:35:00,Failed,Ignored
LOG0030911,ST2025008857,Call,Outbound,Payment Reminder,2024-09-13 12:29:00,Delivered,Ignored
LOG0030912,ST2025001610,SMS,Outbound,Vet Transfer,2024-07-29 11:35:00,Delivered,Ignored
LOG0030913,ST2025005604,Call,Outbound,Delivery Update,2024-09-28 21:03:00,Read,Ignored
LOG0030914,ST2025002835,WhatsApp,Outbound,Vet Transfer,2024-11-26 23:22:00,Delivered,Clicked
LOG0030915,ST2025006641,WhatsApp,Outbound,Delivery Update,2024-03-05 23:22:00,Delivered,Ignored
LOG0030916,ST2025009934,Email,Outbound,Delivery Update,2024-05-09 07:33:00,Delivered,Ignored
LOG0030917,ST2025000228,WhatsApp,Outbound,Payment Reminder,2024-12-03 12:10:00,Read,Clicked
LOG0030918,ST2025008033,SMS,Outbound,O2C,2024-02-02 01:57:00,Failed,Ignored
LOG0030919,ST2025003976,Call,Outbound,Delivery Update,2024-02-03 16:03:00,Read,Ignored
LOG0030920,ST2025000422,WhatsApp,Outbound,O2C,2024-11-25 21:27:00,Delivered,Ignored
LOG0030921,ST2025003247,SMS,Outbound,O2C,2024-08-09 17:49:00,Failed,Ignored
LOG0030922,ST2025004343,SMS,Outbound,Vet Transfer,2024-01-05 23:00:00,Delivered,Clicked
LOG0030923,ST2025008984,Email,Inbound,Vet Transfer,2024-01-06 03:42:00,Failed,Ignored
LOG0030924,ST2025007092,Email,Outbound,Vet Transfer,2024-06-13 03:54:00,Read,Replied
LOG0030925,ST2025000562,SMS,Inbound,O2C,2024-02-22 12:50:00,Delivered,Ignored
LOG0030926,ST2025003550,WhatsApp,Outbound,Delivery Update,2024-01-02 03:29:00,Delivered,Ignored
LOG0030927,ST2025008497,Email,Outbound,Payment Reminder,2024-09-02 00:16:00,Delivered,Replied
LOG0030928,ST2025001649,SMS,Outbound,O2C,2024-05-27 00:16:00,Delivered,Ignored
LOG0030929,ST2025000192,WhatsApp,Inbound,Delivery Update,2024-08-20 03:20:00,Delivered,Ignored
LOG0030930,ST2025002777,Email,Outbound,Payment Reminder,2024-02-12 01:00:00,Read,Ignored
LOG0030931,ST2025002383,Email,Outbound,Payment Reminder,2024-06-14 09:59:00,Delivered,Ignored
LOG0030932,ST2025001633,WhatsApp,Outbound,O2C,2024-08-26 08:41:00,Delivered,Ignored
LOG0030933,ST2025005036,Email,Inbound,O2C,2024-08-05 03:46:00,Delivered,Replied
LOG0030934,ST2025009761,Email,Outbound,Delivery Update,2024-04-19 14:03:00,Read,Ignored
LOG0030935,ST2025008891,SMS,Outbound,O2C,2024-09-12 02:43:00,Delivered,Clicked
LOG0030936,ST2025001173,SMS,Inbound,Payment Reminder,2024-10-06 05:35:00,Delivered,Ignored
LOG0030937,ST2025004537,SMS,Inbound,Vet Transfer,2024-12-18 19:14:00,Read,Clicked
LOG0030938,ST2025008985,Call,Outbound,Delivery Update,2024-08-07 05:04:00,Delivered,Ignored
LOG0030939,ST2025005270,Call,Outbound,Delivery Update,2024-01-27 12:10:00,Failed,Ignored
LOG0030940,ST2025004847,WhatsApp,Outbound,Vet Transfer,2024-05-10 04:09:00,Delivered,Ignored
LOG0030941,ST2025008239,WhatsApp,Inbound,Payment Reminder,2024-10-02 17:21:00,Delivered,Clicked
LOG0030942,ST2025001701,Call,Outbound,Vet Transfer,2024-02-10 09:53:00,Delivered,Clicked
LOG0030943,ST2025008025,SMS,Inbound,Delivery Update,2024-02-11 13:41:00,Delivered,Ignored
LOG0030944,ST2025006297,Email,Outbound,Delivery Update,2024-06-22 09:50:00,Read,Ignored
LOG0030945,ST2025004184,SMS,Outbound,O2C,2024-06-05 08:53:00,Delivered,Clicked
LOG0030946,ST2025007304,SMS,Outbound,Payment Reminder,2024-04-16 10:26:00,Delivered,Replied
LOG0030947,ST2025006830,Call,Outbound,Payment Reminder,2024-08-01 18:47:00,Delivered,Replied
LOG0030948,ST2025001872,SMS,Outbound,Payment Reminder,2024-11-27 09:09:00,Delivered,Replied
